Group,Seq nr,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
Training,280,30,student,single,tertiary,no,7513,no,no,cellular,11,aug,269,2,-1,0,unknown,no
Training,281,48,admin.,married,secondary,no,113,yes,yes,cellular,9,jul,532,1,-1,0,unknown,no
Training,282,63,housemaid,married,tertiary,no,1528,no,no,cellular,18,jan,309,2,95,3,success,no
Training,283,48,blue-collar,married,secondary,no,387,yes,no,telephone,28,jul,76,18,-1,0,unknown,no
Training,284,59,retired,married,primary,no,574,no,no,cellular,18,aug,197,6,-1,0,unknown,no
Training,285,50,management,married,primary,no,313,no,no,telephone,14,oct,958,1,-1,0,unknown,yes
Training,286,34,blue-collar,single,primary,no,0,yes,yes,cellular,21,jul,100,2,-1,0,unknown,no
Training,287,24,student,single,secondary,no,372,yes,no,cellular,17,apr,143,1,-1,0,unknown,no
Training,288,38,technician,married,secondary,no,2000,yes,no,cellular,7,may,198,2,-1,0,unknown,no
Training,289,65,retired,divorced,secondary,no,828,no,no,cellular,13,jul,305,1,-1,0,unknown,yes
Training,290,25,technician,single,secondary,no,276,yes,no,unknown,12,may,268,4,-1,0,unknown,no
Training,291,35,technician,single,tertiary,no,364,no,yes,cellular,9,jul,247,3,-1,0,unknown,no
Training,292,26,services,single,secondary,no,1445,no,no,telephone,23,oct,171,1,-1,0,unknown,yes
Training,293,59,housemaid,married,primary,no,153,no,no,unknown,4,jul,133,3,-1,0,unknown,no
Training,294,36,entrepreneur,single,secondary,no,866,yes,no,cellular,11,may,629,1,173,1,failure,yes
Training,295,53,retired,divorced,secondary,no,246,yes,no,cellular,29,jan,158,2,247,1,failure,no
Training,296,29,management,married,tertiary,no,1474,yes,yes,unknown,29,may,79,3,-1,0,unknown,no
Training,297,34,entrepreneur,married,tertiary,no,4028,no,no,cellular,19,nov,98,1,-1,0,unknown,no
Training,298,41,services,married,secondary,no,2399,yes,no,unknown,29,may,607,2,-1,0,unknown,no
Training,299,71,retired,married,primary,no,10394,no,no,telephone,10,aug,411,1,-1,0,unknown,no
Training,300,28,management,married,tertiary,no,250,yes,no,cellular,21,jul,475,4,-1,0,unknown,no
Training,301,37,services,married,secondary,no,-1006,yes,yes,cellular,20,apr,226,2,-1,0,unknown,no
Training,302,30,services,married,secondary,no,253,yes,no,cellular,5,may,235,2,-1,0,unknown,no
Training,303,35,technician,married,tertiary,no,4,yes,no,cellular,14,may,88,1,-1,0,unknown,no
Training,304,37,services,married,secondary,no,358,yes,no,unknown,6,may,390,3,-1,0,unknown,no
Training,305,30,technician,married,tertiary,no,1045,no,no,cellular,11,aug,65,4,-1,0,unknown,no
Training,306,40,admin.,single,secondary,no,1112,yes,no,cellular,15,may,104,2,-1,0,unknown,no
Training,307,35,technician,divorced,secondary,no,787,yes,no,unknown,5,may,683,2,-1,0,unknown,no
Training,308,33,management,married,secondary,no,-285,yes,no,cellular,12,aug,507,3,-1,0,unknown,no
Training,309,38,blue-collar,married,unknown,no,976,yes,no,unknown,29,may,318,2,-1,0,unknown,no
Training,310,47,management,divorced,tertiary,no,313,yes,no,unknown,6,jun,114,7,-1,0,unknown,no
Training,311,60,management,married,primary,no,0,yes,no,cellular,15,jul,111,8,-1,0,unknown,no
Training,312,55,management,divorced,tertiary,no,271,yes,no,cellular,9,apr,191,4,-1,0,unknown,no
Training,313,48,blue-collar,married,primary,no,816,yes,no,cellular,31,jul,114,7,-1,0,unknown,no
Training,314,34,management,married,tertiary,no,986,yes,no,unknown,2,jun,105,11,-1,0,unknown,no
Training,315,31,admin.,single,secondary,no,5248,no,yes,cellular,23,jul,368,1,-1,0,unknown,no
Training,316,57,management,divorced,tertiary,no,6468,yes,no,cellular,31,mar,684,4,-1,0,unknown,no
Training,317,75,retired,divorced,primary,no,18,no,no,cellular,24,apr,222,4,-1,0,unknown,no
Training,318,37,blue-collar,married,unknown,no,0,yes,no,cellular,9,jul,90,1,-1,0,unknown,no
Training,319,39,services,married,secondary,no,105,no,no,cellular,4,feb,137,1,189,2,failure,no
Training,320,36,blue-collar,married,secondary,no,346,yes,no,unknown,5,jun,202,1,-1,0,unknown,no
Training,321,40,management,married,tertiary,no,-17,yes,yes,cellular,11,may,474,1,256,1,success,yes
Training,322,21,student,single,secondary,no,71,no,no,cellular,13,jan,169,2,-1,0,unknown,yes
Training,323,33,unemployed,single,tertiary,no,6748,no,no,cellular,14,aug,1579,2,-1,0,unknown,yes
Training,324,35,blue-collar,married,secondary,no,5417,yes,no,cellular,6,may,303,1,-1,0,unknown,no
Training,325,38,blue-collar,married,primary,no,168,yes,yes,telephone,13,may,212,3,-1,0,unknown,no
Training,326,50,services,divorced,secondary,no,0,yes,no,cellular,11,jul,170,2,-1,0,unknown,no
Training,327,53,technician,married,secondary,no,6831,no,no,cellular,13,may,1130,2,-1,0,unknown,yes
Training,328,77,retired,married,secondary,no,4112,no,no,telephone,29,jul,426,1,184,3,success,yes
Training,329,38,entrepreneur,married,tertiary,no,136,yes,yes,cellular,2,feb,113,2,-1,0,unknown,no
Training,330,49,blue-collar,married,primary,no,266,yes,no,unknown,4,jun,39,2,-1,0,unknown,no
Training,331,42,blue-collar,married,secondary,no,-145,yes,no,cellular,15,jul,231,3,-1,0,unknown,no
Training,332,47,blue-collar,married,primary,no,537,yes,no,telephone,15,may,49,3,-1,0,unknown,no
Training,333,46,blue-collar,married,primary,no,783,yes,no,cellular,4,aug,73,1,-1,0,unknown,no
Training,334,32,blue-collar,single,secondary,no,1670,yes,no,cellular,18,may,183,1,-1,0,unknown,no
Training,335,43,management,single,secondary,no,465,no,no,cellular,28,aug,78,12,-1,0,unknown,no
Training,336,39,blue-collar,divorced,primary,no,3970,yes,no,cellular,18,nov,56,1,-1,0,unknown,no
Training,337,58,technician,single,secondary,no,382,no,no,cellular,13,aug,460,2,-1,0,unknown,no
Training,338,32,blue-collar,married,primary,no,634,no,no,cellular,29,jan,696,1,-1,0,unknown,yes
Training,339,35,admin.,married,tertiary,no,0,yes,no,cellular,28,jul,151,7,-1,0,unknown,no
Training,340,30,technician,single,secondary,no,156,yes,no,cellular,25,may,157,4,363,5,failure,no
Training,341,26,management,single,tertiary,no,761,no,no,cellular,2,feb,362,1,-1,0,unknown,no
Training,342,32,management,single,tertiary,no,2551,yes,no,cellular,21,jul,638,3,-1,0,unknown,yes
Training,343,61,housemaid,married,primary,no,848,no,no,cellular,27,apr,605,1,187,1,other,no
Training,344,35,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,19,1,360,2,failure,no
Training,345,66,retired,married,unknown,no,2540,no,no,telephone,10,dec,441,2,156,1,other,yes
Training,346,34,management,single,tertiary,no,5452,no,no,cellular,20,apr,96,1,245,5,other,no
Training,347,33,unemployed,single,secondary,no,2066,no,yes,cellular,9,sep,305,1,749,2,failure,yes
Training,348,30,blue-collar,married,secondary,no,68,yes,yes,unknown,16,may,393,2,-1,0,unknown,no
Training,349,35,technician,single,tertiary,no,8,no,no,cellular,21,aug,169,2,-1,0,unknown,no
Training,350,36,services,divorced,secondary,no,3,yes,no,cellular,18,may,15,8,-1,0,unknown,no
Training,351,35,blue-collar,married,primary,no,378,yes,no,unknown,16,may,427,3,-1,0,unknown,no
Training,352,58,retired,married,primary,no,650,yes,yes,cellular,17,apr,114,3,-1,0,unknown,no
Training,353,36,blue-collar,married,secondary,no,2894,yes,no,cellular,18,nov,91,1,124,1,failure,no
Training,354,44,services,married,secondary,no,4837,yes,no,cellular,13,may,324,3,-1,0,unknown,no
Training,355,56,blue-collar,married,secondary,no,3460,yes,no,cellular,3,jul,897,3,-1,0,unknown,no
Training,356,58,blue-collar,married,primary,no,96,no,no,unknown,16,jun,76,3,-1,0,unknown,no
Training,357,58,management,divorced,tertiary,no,5701,no,no,cellular,2,feb,521,1,-1,0,unknown,yes
Training,358,76,retired,married,tertiary,no,2991,no,no,cellular,22,oct,344,1,183,1,success,yes
Training,359,34,admin.,married,secondary,no,256,no,no,unknown,27,may,388,2,-1,0,unknown,no
Training,360,41,management,divorced,tertiary,yes,-68,yes,yes,cellular,25,aug,463,22,-1,0,unknown,no
Training,361,33,management,married,tertiary,no,752,yes,no,cellular,11,aug,104,4,-1,0,unknown,no
Training,362,40,retired,married,primary,no,407,yes,no,cellular,2,feb,200,1,271,1,failure,no
Training,363,46,services,married,secondary,no,1516,no,no,cellular,14,aug,133,4,-1,0,unknown,no
Training,364,25,student,single,secondary,no,154,no,no,cellular,3,mar,141,1,180,2,failure,yes
Training,365,75,retired,divorced,tertiary,no,3810,yes,no,cellular,16,nov,262,1,183,1,failure,yes
Training,366,32,self-employed,married,secondary,no,329,yes,no,telephone,15,may,166,4,-1,0,unknown,no
Training,367,41,technician,married,secondary,no,457,yes,yes,unknown,26,may,181,2,-1,0,unknown,no
Training,368,36,admin.,single,secondary,no,2556,yes,no,cellular,13,apr,342,1,-1,0,unknown,no
Training,369,41,blue-collar,married,primary,no,-441,yes,no,cellular,5,may,352,1,-1,0,unknown,no
Training,370,39,services,married,secondary,no,823,yes,yes,cellular,28,jul,780,2,-1,0,unknown,no
Training,371,52,self-employed,married,primary,no,1750,no,yes,unknown,20,jun,39,5,-1,0,unknown,no
Training,372,37,unemployed,single,tertiary,no,1706,no,no,unknown,12,jun,542,3,-1,0,unknown,no
Training,373,44,blue-collar,single,secondary,no,0,no,no,cellular,20,apr,133,1,-1,0,unknown,yes
Training,374,26,blue-collar,married,secondary,no,-330,yes,yes,unknown,26,may,87,2,-1,0,unknown,no
Training,375,39,admin.,single,secondary,no,720,yes,no,telephone,22,apr,154,8,14,5,other,no
Training,376,62,retired,married,unknown,no,800,no,no,cellular,17,feb,737,1,-1,0,unknown,yes
Training,377,53,management,married,tertiary,no,696,yes,no,cellular,20,apr,12,6,-1,0,unknown,no
Training,378,53,management,married,tertiary,no,7067,no,no,unknown,6,jun,82,3,-1,0,unknown,no
Training,379,52,services,married,secondary,no,961,no,yes,cellular,18,feb,222,1,553,4,failure,yes
Training,380,48,admin.,married,secondary,no,126,yes,yes,unknown,6,may,379,2,-1,0,unknown,no
Training,381,53,blue-collar,single,secondary,no,105,yes,no,unknown,26,may,239,3,-1,0,unknown,no
Training,382,29,management,married,tertiary,no,2451,yes,no,unknown,28,may,58,1,-1,0,unknown,no
Training,383,42,management,married,tertiary,no,2110,no,yes,cellular,31,jul,106,2,-1,0,unknown,no
Training,384,61,retired,married,secondary,no,77,no,no,cellular,6,aug,455,4,-1,0,unknown,yes
Training,385,43,blue-collar,divorced,primary,no,515,yes,no,cellular,13,apr,199,2,146,1,failure,no
Training,386,39,technician,divorced,secondary,no,807,yes,yes,cellular,13,may,69,1,260,6,failure,no
Training,387,39,blue-collar,married,primary,no,0,no,no,unknown,9,jun,173,1,-1,0,unknown,no
Training,388,53,housemaid,married,unknown,no,0,no,no,cellular,22,aug,207,1,-1,0,unknown,no
Training,389,44,management,divorced,tertiary,no,2696,yes,yes,cellular,12,may,58,1,-1,0,unknown,no
Training,390,37,services,married,secondary,no,0,no,no,unknown,20,jun,12,14,-1,0,unknown,no
Training,391,43,admin.,married,secondary,no,378,no,no,cellular,30,jul,782,8,-1,0,unknown,yes
Training,392,50,management,married,tertiary,no,101,yes,no,unknown,15,may,348,1,-1,0,unknown,no
Training,393,37,management,married,tertiary,no,6014,yes,no,cellular,15,jul,163,6,-1,0,unknown,no
Training,394,55,blue-collar,married,primary,no,663,yes,no,cellular,6,may,230,1,-1,0,unknown,no
Training,395,64,retired,divorced,primary,no,315,no,no,cellular,17,feb,154,1,-1,0,unknown,yes
Training,396,31,technician,single,secondary,no,2544,no,no,cellular,15,jul,252,1,184,3,success,yes
Training,397,60,retired,divorced,tertiary,no,468,no,no,cellular,7,jul,108,2,-1,0,unknown,no
Training,398,45,blue-collar,married,primary,no,360,no,no,unknown,20,jun,98,2,-1,0,unknown,no
Training,399,36,services,married,secondary,no,247,yes,no,unknown,26,may,247,1,-1,0,unknown,no
Training,400,31,student,single,tertiary,no,0,no,no,cellular,4,may,47,2,-1,0,unknown,no
Training,401,56,blue-collar,married,unknown,no,982,yes,yes,cellular,7,may,135,2,-1,0,unknown,no
Training,402,23,services,single,secondary,no,567,yes,yes,cellular,15,may,358,1,-1,0,unknown,no
Training,403,27,housemaid,married,primary,yes,-238,no,no,cellular,14,jul,132,4,-1,0,unknown,no
Training,404,38,admin.,married,secondary,no,1073,yes,no,unknown,21,may,207,2,-1,0,unknown,no
Training,405,35,technician,single,secondary,no,225,yes,no,cellular,18,may,7,5,-1,0,unknown,no
Training,406,34,technician,single,secondary,no,60,no,no,cellular,7,aug,274,2,-1,0,unknown,no
Training,407,40,technician,single,secondary,no,1411,yes,yes,cellular,18,nov,93,3,-1,0,unknown,no
Training,408,33,management,single,tertiary,no,109,no,no,cellular,21,aug,122,5,-1,0,unknown,no
Training,409,56,self-employed,married,secondary,no,800,no,yes,cellular,9,jul,170,1,-1,0,unknown,no
Training,410,38,technician,single,secondary,no,2990,yes,no,unknown,2,jun,612,2,-1,0,unknown,no
Training,411,30,management,single,tertiary,no,2544,no,no,cellular,9,apr,152,2,-1,0,unknown,yes
Training,412,36,technician,divorced,secondary,no,5957,yes,no,cellular,18,nov,138,2,-1,0,unknown,no
Training,413,40,management,single,tertiary,no,1247,yes,no,cellular,9,jul,157,1,-1,0,unknown,no
Training,414,49,management,divorced,tertiary,no,178,no,no,cellular,6,aug,174,2,-1,0,unknown,no
Training,415,34,technician,single,secondary,no,0,no,no,cellular,19,aug,130,2,-1,0,unknown,no
Training,416,37,admin.,married,tertiary,no,2693,yes,no,cellular,8,apr,261,1,-1,0,unknown,no
Training,417,33,admin.,married,tertiary,no,899,yes,no,unknown,26,may,159,3,-1,0,unknown,no
Training,418,53,blue-collar,married,secondary,no,483,yes,no,cellular,3,feb,288,3,-1,0,unknown,no
Training,419,40,admin.,divorced,secondary,no,952,yes,no,cellular,15,may,126,2,333,1,failure,no
Training,420,59,retired,divorced,primary,no,1194,yes,no,cellular,15,jun,132,4,389,2,failure,no
Training,421,30,admin.,married,secondary,no,122,yes,no,unknown,16,may,107,1,-1,0,unknown,no
Training,422,32,blue-collar,married,primary,no,209,yes,yes,unknown,20,jun,8,31,-1,0,unknown,no
Training,423,25,student,single,secondary,no,1139,yes,no,unknown,15,may,22,3,-1,0,unknown,no
Training,424,34,services,single,secondary,no,0,yes,no,cellular,6,may,307,2,-1,0,unknown,no
Training,425,29,management,single,tertiary,no,1445,no,no,cellular,4,dec,271,2,-1,0,unknown,yes
Training,426,31,unknown,married,tertiary,no,526,no,no,cellular,26,aug,130,13,-1,0,unknown,no
Training,427,40,management,married,tertiary,no,832,yes,yes,unknown,29,may,126,1,-1,0,unknown,no
Training,428,40,services,married,secondary,no,1325,no,no,unknown,11,jun,150,2,-1,0,unknown,no
Training,429,60,admin.,single,secondary,no,646,yes,no,telephone,16,jul,649,2,-1,0,unknown,no
Training,430,44,management,married,secondary,no,4425,no,no,cellular,30,jul,477,2,-1,0,unknown,no
Training,431,37,blue-collar,married,primary,no,190,yes,yes,unknown,8,may,194,1,-1,0,unknown,no
Training,432,51,blue-collar,married,primary,no,1203,yes,yes,telephone,13,may,25,4,350,7,failure,no
Training,433,28,unemployed,married,secondary,no,858,yes,no,unknown,21,may,371,1,-1,0,unknown,no
Training,434,40,blue-collar,married,secondary,no,327,yes,no,cellular,12,may,474,2,357,1,failure,no
Training,435,29,blue-collar,single,secondary,no,783,yes,no,unknown,13,may,166,1,-1,0,unknown,no
Training,436,28,unemployed,single,secondary,no,434,yes,no,cellular,30,apr,257,1,-1,0,unknown,no
Training,437,38,blue-collar,married,secondary,no,825,yes,no,cellular,17,apr,235,1,-1,0,unknown,no
Training,438,55,admin.,married,secondary,no,0,no,no,cellular,23,sep,180,2,238,3,success,no
Training,439,54,blue-collar,married,secondary,no,898,no,no,telephone,30,jul,641,2,-1,0,unknown,no
Training,440,30,blue-collar,married,secondary,no,313,yes,yes,cellular,6,may,311,3,364,1,failure,no
Training,441,40,retired,married,secondary,no,102,no,no,cellular,6,may,168,1,-1,0,unknown,no
Training,442,35,admin.,divorced,secondary,no,869,yes,no,unknown,29,may,173,1,-1,0,unknown,no
Training,443,21,student,single,unknown,no,210,yes,no,unknown,19,may,53,1,-1,0,unknown,no
Training,444,58,blue-collar,married,unknown,no,4871,yes,no,unknown,14,may,133,2,-1,0,unknown,no
Training,445,36,management,single,tertiary,no,0,yes,no,unknown,3,jun,174,1,-1,0,unknown,no
Training,446,38,blue-collar,married,primary,no,689,yes,no,cellular,6,may,585,2,296,2,failure,no
Training,447,40,services,married,secondary,no,293,no,no,telephone,4,feb,192,2,-1,0,unknown,no
Training,448,28,technician,single,secondary,no,1536,yes,no,unknown,28,may,347,2,-1,0,unknown,no
Training,449,31,blue-collar,single,secondary,no,88,yes,no,cellular,20,apr,21,5,-1,0,unknown,no
Training,450,53,services,married,secondary,no,33,yes,no,unknown,19,may,84,12,-1,0,unknown,no
Training,451,44,management,divorced,tertiary,no,0,no,no,cellular,28,aug,70,10,-1,0,unknown,no
Training,452,27,admin.,married,secondary,no,1293,yes,no,cellular,8,apr,1665,3,-1,0,unknown,yes
Training,453,31,blue-collar,single,primary,no,2369,yes,yes,cellular,20,nov,470,2,-1,0,unknown,no
Training,454,34,blue-collar,single,secondary,no,152,yes,no,cellular,23,jul,112,1,-1,0,unknown,no
Training,455,47,management,single,tertiary,no,275,no,no,cellular,8,aug,82,2,-1,0,unknown,no
Training,456,38,technician,single,secondary,no,9610,yes,no,cellular,16,apr,249,2,-1,0,unknown,no
Training,457,33,blue-collar,married,primary,no,392,yes,no,unknown,23,may,302,1,-1,0,unknown,no
Training,458,32,blue-collar,single,primary,no,528,yes,no,cellular,16,apr,219,1,273,1,failure,no
Training,459,59,blue-collar,married,primary,no,460,no,no,cellular,5,aug,224,1,-1,0,unknown,no
Training,460,32,technician,single,secondary,no,5600,yes,no,cellular,21,nov,77,1,-1,0,unknown,no
Training,461,33,admin.,married,secondary,no,372,yes,no,unknown,16,jun,106,10,-1,0,unknown,no
Training,462,24,admin.,married,secondary,no,230,yes,no,cellular,15,may,73,1,-1,0,unknown,no
Training,463,55,services,married,secondary,no,3546,yes,yes,cellular,31,jul,268,2,-1,0,unknown,no
Training,464,32,blue-collar,single,secondary,no,604,no,no,cellular,30,jan,410,2,196,2,other,no
Training,465,38,services,married,secondary,no,309,no,no,unknown,12,jun,160,2,-1,0,unknown,no
Training,466,45,technician,married,secondary,no,-149,yes,no,cellular,14,jul,287,2,-1,0,unknown,no
Training,467,35,admin.,single,tertiary,no,994,no,no,cellular,30,apr,400,1,87,2,failure,yes
Training,468,38,technician,married,secondary,no,1097,no,yes,cellular,7,aug,186,3,-1,0,unknown,no
Training,469,36,blue-collar,married,secondary,no,-194,yes,no,cellular,14,jul,133,3,-1,0,unknown,no
Training,470,37,management,married,tertiary,no,115,no,no,cellular,19,aug,78,2,-1,0,unknown,no
