Group,Seq nr,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
Training,292,53,housemaid,married,primary,no,0,no,no,unknown,24,jun,51,8,-1,0,unknown
Training,293,31,technician,married,tertiary,no,95,no,no,cellular,21,nov,48,6,-1,0,unknown
Training,294,43,self-employed,married,unknown,no,6,yes,no,unknown,29,may,365,2,-1,0,unknown
Training,295,50,admin.,married,secondary,no,106,no,yes,cellular,7,aug,59,2,-1,0,unknown
Training,296,54,admin.,single,secondary,no,3344,yes,no,cellular,14,may,12,8,-1,0,unknown
Training,297,33,management,single,tertiary,no,2667,yes,no,cellular,18,may,57,1,180,3,failure
Training,298,25,blue-collar,single,secondary,no,286,yes,no,cellular,18,may,663,2,-1,0,unknown
Training,299,46,management,married,tertiary,no,699,no,no,cellular,30,apr,970,1,87,1,failure
Training,300,51,technician,divorced,tertiary,no,363,yes,no,unknown,7,jan,7,1,-1,0,unknown
Training,301,46,technician,married,unknown,no,312,no,no,cellular,27,aug,129,4,-1,0,unknown
Training,302,46,blue-collar,married,primary,no,327,no,yes,cellular,16,jul,145,4,-1,0,unknown
Training,303,36,services,divorced,secondary,no,532,yes,no,cellular,29,jan,391,1,241,1,failure
Training,304,37,admin.,married,secondary,no,0,no,no,cellular,29,jul,153,4,-1,0,unknown
Training,305,47,blue-collar,divorced,primary,no,1927,yes,no,cellular,5,feb,130,4,275,3,failure
Training,306,39,blue-collar,married,unknown,no,0,no,no,cellular,24,jul,90,3,-1,0,unknown
Training,307,46,management,divorced,tertiary,no,-130,yes,no,cellular,24,mar,144,2,-1,0,unknown
Training,308,55,technician,married,secondary,no,1816,no,no,cellular,5,aug,197,1,-1,0,unknown
Training,309,33,technician,single,tertiary,no,231,yes,no,unknown,27,may,198,2,-1,0,unknown
Training,310,26,management,married,tertiary,no,775,no,no,unknown,19,may,35,3,-1,0,unknown
Training,311,29,student,single,tertiary,no,5,no,no,cellular,15,jul,889,5,-1,0,unknown
Training,312,38,management,married,secondary,no,844,no,no,cellular,9,feb,12,7,-1,0,unknown
Training,313,52,unemployed,married,tertiary,no,1023,no,no,cellular,7,jul,107,6,-1,0,unknown
Training,314,55,entrepreneur,married,tertiary,no,3459,yes,yes,cellular,20,nov,88,2,112,3,other
Training,315,35,technician,single,secondary,no,539,yes,no,unknown,7,may,520,1,-1,0,unknown
Training,316,56,retired,married,tertiary,no,5,no,no,cellular,23,jul,122,3,-1,0,unknown
Training,317,47,unemployed,married,secondary,no,351,yes,yes,unknown,29,may,370,1,-1,0,unknown
Training,318,32,services,single,secondary,no,228,yes,no,unknown,20,may,257,1,-1,0,unknown
Training,319,36,entrepreneur,single,tertiary,no,145,yes,no,cellular,18,may,450,2,304,2,success
Training,320,38,entrepreneur,single,secondary,no,473,yes,yes,unknown,30,may,133,4,-1,0,unknown
Training,321,48,blue-collar,married,primary,no,8,no,no,cellular,20,aug,43,2,-1,0,unknown
Training,322,50,blue-collar,married,primary,no,4108,yes,no,cellular,7,aug,526,2,-1,0,unknown
Training,323,43,technician,married,secondary,no,227,yes,yes,cellular,19,aug,124,2,-1,0,unknown
Training,324,32,blue-collar,married,primary,no,697,yes,no,unknown,23,may,700,1,-1,0,unknown
Training,325,33,blue-collar,married,secondary,no,152,yes,no,unknown,13,may,351,2,-1,0,unknown
Training,326,23,blue-collar,married,secondary,no,-295,yes,no,cellular,15,may,411,1,323,2,failure
Training,327,24,admin.,married,secondary,no,61,yes,yes,cellular,7,may,278,1,343,2,other
Training,328,42,management,married,tertiary,no,-323,yes,no,cellular,7,aug,135,2,-1,0,unknown
Training,329,30,services,single,secondary,no,695,yes,no,unknown,20,may,203,1,-1,0,unknown
Training,330,28,technician,single,tertiary,no,1050,yes,no,unknown,26,may,293,1,-1,0,unknown
Training,331,37,technician,married,secondary,no,1120,yes,no,unknown,30,may,103,5,-1,0,unknown
Training,332,35,management,single,tertiary,no,996,no,no,unknown,20,jun,17,2,-1,0,unknown
Training,333,35,unemployed,married,tertiary,no,816,yes,no,cellular,19,nov,547,7,-1,0,unknown
Training,334,36,blue-collar,married,secondary,no,138,yes,no,unknown,4,jun,84,3,-1,0,unknown
Training,335,23,unemployed,single,tertiary,no,993,no,no,cellular,27,oct,409,1,91,4,success
Training,336,43,management,married,primary,no,62,yes,no,cellular,18,jul,96,3,-1,0,unknown
Training,337,57,retired,divorced,primary,no,515,yes,no,unknown,13,may,288,2,-1,0,unknown
Training,338,43,admin.,divorced,secondary,no,540,yes,no,cellular,30,jan,74,1,-1,0,unknown
Training,339,36,admin.,single,secondary,no,133,no,no,cellular,30,jan,632,3,228,14,other
Training,340,33,entrepreneur,married,secondary,no,5809,yes,no,cellular,22,aug,219,4,-1,0,unknown
Training,341,27,student,single,secondary,no,268,yes,no,cellular,13,may,528,1,358,2,failure
Training,342,49,management,single,tertiary,no,7443,no,no,telephone,19,jun,293,5,211,2,failure
Training,343,46,technician,divorced,secondary,no,-90,no,yes,telephone,17,oct,270,1,-1,0,unknown
Training,344,25,unemployed,single,secondary,no,34,no,yes,unknown,4,jul,316,1,-1,0,unknown
Training,345,53,management,married,primary,no,798,yes,no,telephone,2,feb,45,1,217,2,failure
Training,346,57,services,married,primary,no,1896,no,no,cellular,29,jul,248,4,-1,0,unknown
Training,347,39,services,married,secondary,no,1179,no,no,cellular,25,may,284,1,-1,0,unknown
Training,348,56,management,divorced,tertiary,no,94,no,no,unknown,4,jul,121,1,-1,0,unknown
Training,349,28,self-employed,single,tertiary,no,159,no,no,cellular,16,nov,449,2,33,4,success
Training,350,33,management,single,tertiary,no,59,yes,no,cellular,8,aug,215,4,-1,0,unknown
Training,351,33,technician,married,secondary,no,118,yes,no,cellular,29,aug,103,2,-1,0,unknown
Training,352,37,blue-collar,married,primary,no,1160,yes,no,unknown,9,may,255,2,-1,0,unknown
Training,353,22,self-employed,single,secondary,no,2138,no,yes,cellular,10,aug,164,1,109,2,other
Training,354,67,unknown,married,tertiary,no,7687,no,no,telephone,30,oct,70,3,-1,0,unknown
Training,355,46,housemaid,married,primary,no,19,yes,no,telephone,21,jul,171,1,-1,0,unknown
Training,356,53,management,married,primary,no,-139,no,no,cellular,9,jul,328,3,-1,0,unknown
Training,357,54,blue-collar,married,primary,no,24,yes,no,unknown,15,may,34,1,-1,0,unknown
Training,358,33,technician,married,secondary,no,4,yes,yes,unknown,18,jun,625,2,-1,0,unknown
Training,359,35,housemaid,married,tertiary,no,2880,no,no,cellular,29,jan,42,1,-1,0,unknown
Training,360,40,blue-collar,married,primary,no,1411,yes,no,cellular,12,may,224,2,357,2,failure
Training,361,33,student,single,tertiary,no,2904,no,no,cellular,20,nov,42,1,-1,0,unknown
Training,362,41,blue-collar,married,secondary,no,680,yes,no,unknown,15,may,173,2,-1,0,unknown
Training,363,35,admin.,single,secondary,no,0,yes,no,cellular,8,may,376,3,-1,0,unknown
Training,364,47,management,divorced,tertiary,no,1149,no,yes,cellular,15,jul,82,2,-1,0,unknown
Training,365,45,blue-collar,married,primary,no,0,no,no,cellular,26,aug,454,2,-1,0,unknown
Training,366,52,management,married,tertiary,no,-1112,yes,no,cellular,9,jul,94,1,-1,0,unknown
Training,367,38,admin.,married,secondary,no,272,yes,yes,unknown,9,jun,174,2,-1,0,unknown
Training,368,45,management,single,secondary,no,142,no,yes,cellular,19,nov,258,1,105,4,failure
Training,369,33,blue-collar,married,secondary,no,-77,yes,no,cellular,28,jul,151,3,-1,0,unknown
Training,370,38,technician,divorced,secondary,no,1803,no,yes,cellular,17,jul,172,1,-1,0,unknown
Training,371,39,services,married,secondary,no,453,yes,yes,unknown,20,may,184,1,-1,0,unknown
Training,372,27,management,single,secondary,no,35,no,no,cellular,4,jul,255,1,-1,0,unknown
Training,373,77,retired,married,unknown,no,1807,no,no,telephone,20,oct,373,1,-1,0,unknown
Training,374,38,management,divorced,tertiary,no,1927,yes,yes,cellular,29,jan,527,1,-1,0,unknown
Training,375,36,student,single,secondary,no,3551,yes,no,telephone,15,may,134,9,-1,0,unknown
Training,376,31,management,married,tertiary,no,720,yes,no,cellular,9,nov,94,3,-1,0,unknown
Training,377,55,blue-collar,married,unknown,no,1665,no,no,telephone,30,jul,89,2,-1,0,unknown
Training,378,43,management,married,primary,no,98,no,no,unknown,20,jun,185,4,-1,0,unknown
Training,379,55,self-employed,married,secondary,no,-196,yes,no,unknown,20,may,210,2,-1,0,unknown
Training,380,34,admin.,married,secondary,no,220,yes,no,unknown,3,jun,65,13,-1,0,unknown
Training,381,46,entrepreneur,single,tertiary,no,77,yes,yes,unknown,6,jun,520,3,-1,0,unknown
Training,382,24,admin.,single,secondary,no,3505,yes,no,cellular,18,may,317,1,355,1,other
Training,383,25,blue-collar,single,primary,no,758,yes,no,cellular,7,may,258,1,357,1,failure
Training,384,43,blue-collar,married,secondary,no,699,yes,yes,cellular,20,nov,1258,2,122,2,other
Training,385,35,blue-collar,married,secondary,no,-185,yes,yes,unknown,27,may,130,2,-1,0,unknown
Training,386,30,blue-collar,single,unknown,no,194,yes,no,unknown,16,may,410,1,-1,0,unknown
Training,387,46,blue-collar,married,secondary,no,572,yes,no,unknown,3,jun,288,2,-1,0,unknown
Training,388,52,technician,divorced,secondary,no,152,no,no,cellular,13,aug,404,6,-1,0,unknown
Training,389,59,blue-collar,married,primary,no,11066,no,no,telephone,14,apr,86,6,-1,0,unknown
Training,390,42,unemployed,married,secondary,no,8131,yes,no,cellular,21,nov,173,4,175,1,failure
Training,391,39,blue-collar,married,primary,no,7685,yes,no,cellular,14,apr,493,3,-1,0,unknown
Training,392,44,blue-collar,married,secondary,no,1697,yes,no,unknown,4,jul,150,2,-1,0,unknown
Training,393,47,services,single,tertiary,no,0,no,no,cellular,20,apr,96,1,-1,0,unknown
Training,394,39,blue-collar,married,unknown,no,18,no,no,cellular,7,jul,75,3,-1,0,unknown
Training,395,55,entrepreneur,married,tertiary,no,323,yes,yes,cellular,13,may,200,1,-1,0,unknown
Training,396,30,management,single,secondary,no,340,yes,no,cellular,15,may,136,2,361,1,other
Training,397,33,blue-collar,married,primary,yes,0,yes,no,cellular,21,nov,675,1,-1,0,unknown
Training,398,41,management,married,tertiary,no,8553,yes,no,cellular,12,aug,304,12,-1,0,unknown
Training,399,39,blue-collar,single,primary,no,366,yes,yes,cellular,7,jul,166,1,-1,0,unknown
Training,400,30,management,single,tertiary,no,1637,yes,no,cellular,13,aug,163,3,-1,0,unknown
Training,401,50,technician,married,secondary,no,1088,yes,no,unknown,20,jun,179,21,-1,0,unknown
Training,402,25,blue-collar,single,secondary,no,1163,no,no,cellular,7,dec,262,3,-1,0,unknown
Training,403,30,blue-collar,single,primary,no,253,yes,no,cellular,5,may,259,1,-1,0,unknown
Training,404,30,admin.,single,secondary,no,914,yes,no,cellular,28,oct,524,3,272,1,failure
Training,405,53,services,divorced,secondary,no,0,no,no,cellular,12,mar,80,2,-1,0,unknown
Training,406,40,admin.,married,secondary,no,0,yes,no,unknown,23,may,193,2,-1,0,unknown
Training,407,36,management,single,tertiary,no,13315,no,no,cellular,28,jul,43,8,-1,0,unknown
Training,408,25,admin.,single,secondary,no,19,no,no,cellular,10,jul,133,1,-1,0,unknown
Training,409,36,services,married,secondary,no,1053,yes,no,telephone,30,jan,99,1,259,1,failure
Training,410,30,management,married,tertiary,no,3330,no,no,cellular,7,aug,109,6,-1,0,unknown
Training,411,46,blue-collar,married,secondary,no,101,yes,no,unknown,20,jun,40,4,-1,0,unknown
Training,412,40,management,married,tertiary,no,1855,no,no,telephone,8,feb,78,6,-1,0,unknown
Training,413,42,management,single,tertiary,no,11008,no,no,cellular,28,jul,822,6,405,1,success
Training,414,36,management,single,tertiary,no,-74,yes,yes,cellular,8,jul,476,2,-1,0,unknown
Training,415,60,technician,married,secondary,no,-247,yes,no,telephone,12,may,472,2,351,1,failure
Training,416,59,retired,married,secondary,no,1887,no,no,cellular,28,aug,88,8,-1,0,unknown
Training,417,36,admin.,divorced,secondary,no,-811,yes,no,cellular,12,may,365,2,-1,0,unknown
Training,418,58,admin.,divorced,secondary,no,447,no,no,cellular,28,jul,405,4,-1,0,unknown
Training,419,35,services,married,unknown,no,2,no,no,unknown,16,jun,221,1,-1,0,unknown
Training,420,28,self-employed,single,secondary,no,1166,no,yes,cellular,30,jan,177,3,192,3,other
Training,421,55,technician,divorced,secondary,no,0,no,no,unknown,5,may,160,1,-1,0,unknown
Training,422,51,management,married,tertiary,no,812,no,no,telephone,2,jul,248,3,-1,0,unknown
Training,423,53,retired,married,primary,no,383,yes,no,unknown,14,may,171,1,-1,0,unknown
Training,424,34,unknown,married,secondary,no,1434,no,no,cellular,21,nov,50,2,-1,0,unknown
Training,425,30,technician,married,tertiary,no,569,no,no,cellular,27,aug,976,12,-1,0,unknown
Training,426,44,unemployed,married,primary,no,51,no,no,cellular,30,jul,289,4,-1,0,unknown
Training,427,42,student,married,unknown,no,2374,no,no,unknown,17,jun,158,2,-1,0,unknown
Training,428,47,admin.,married,secondary,no,1863,yes,yes,cellular,14,may,151,4,-1,0,unknown
Training,429,31,services,married,secondary,no,-163,yes,no,cellular,17,apr,135,1,270,2,failure
Training,430,59,blue-collar,married,primary,no,699,no,no,cellular,27,aug,88,6,-1,0,unknown
Training,431,52,blue-collar,divorced,secondary,no,497,no,yes,cellular,7,jul,277,2,-1,0,unknown
Training,432,46,blue-collar,married,secondary,no,536,yes,no,unknown,15,may,164,2,-1,0,unknown
Training,433,29,housemaid,single,tertiary,no,19,no,no,cellular,5,feb,110,2,64,2,success
Training,434,58,retired,married,primary,no,5506,no,no,telephone,29,jul,81,4,-1,0,unknown
Training,435,42,technician,married,tertiary,no,849,no,no,cellular,13,aug,403,2,-1,0,unknown
Training,436,39,admin.,single,secondary,no,782,yes,no,cellular,2,jun,162,2,28,15,failure
Training,437,40,blue-collar,married,secondary,no,1808,yes,no,cellular,12,may,560,1,-1,0,unknown
Training,438,26,blue-collar,single,primary,no,16,no,yes,cellular,8,jul,249,2,-1,0,unknown
Training,439,33,services,single,secondary,no,0,no,no,cellular,8,jul,116,2,-1,0,unknown
Training,440,36,admin.,married,secondary,no,854,yes,no,cellular,2,feb,130,1,-1,0,unknown
Training,441,34,services,married,secondary,no,40,yes,no,cellular,17,jul,302,2,-1,0,unknown
Training,442,38,technician,single,tertiary,no,1727,no,no,telephone,28,oct,182,2,-1,0,unknown
Training,443,52,services,divorced,secondary,no,-57,no,no,cellular,5,feb,140,1,-1,0,unknown
Training,444,48,management,married,tertiary,no,58,no,yes,cellular,14,jul,102,2,-1,0,unknown
Training,445,62,retired,married,secondary,no,1495,no,no,cellular,13,oct,896,1,57,2,success
Training,446,40,unemployed,married,primary,no,400,no,no,unknown,9,jun,317,1,-1,0,unknown
Training,447,53,entrepreneur,divorced,tertiary,no,196,yes,no,unknown,16,jun,178,7,-1,0,unknown
Training,448,34,entrepreneur,divorced,tertiary,no,262,no,no,cellular,20,nov,371,1,-1,0,unknown
Training,449,35,management,single,tertiary,no,620,yes,no,cellular,17,apr,57,2,-1,0,unknown
Training,450,45,management,divorced,tertiary,no,347,no,yes,cellular,28,jan,53,1,-1,0,unknown
Training,451,50,admin.,married,primary,no,429,no,no,unknown,29,may,60,2,-1,0,unknown
Training,452,36,admin.,single,tertiary,no,980,no,no,cellular,1,feb,343,2,95,2,failure
Training,453,34,blue-collar,married,secondary,no,250,yes,no,unknown,29,may,193,6,-1,0,unknown
Training,454,35,admin.,single,secondary,no,1070,no,no,cellular,20,nov,251,2,-1,0,unknown
Training,455,49,self-employed,married,secondary,no,1,yes,no,unknown,6,may,260,3,-1,0,unknown
Training,456,30,technician,single,secondary,no,175,no,no,cellular,25,aug,167,4,-1,0,unknown
Training,457,39,technician,single,secondary,no,1435,no,no,cellular,17,jun,383,1,296,19,other
Training,458,37,management,married,tertiary,no,-666,yes,no,cellular,18,nov,204,2,-1,0,unknown
Training,459,45,unemployed,divorced,secondary,no,3354,yes,no,unknown,29,may,746,1,-1,0,unknown
Training,460,42,blue-collar,married,secondary,no,1958,yes,no,unknown,30,may,124,3,-1,0,unknown
Training,461,41,blue-collar,married,primary,no,262,yes,no,unknown,19,may,89,1,-1,0,unknown
Training,462,58,retired,married,secondary,no,3648,no,no,cellular,31,jul,60,4,-1,0,unknown
Training,463,35,management,single,tertiary,no,747,no,no,cellular,23,feb,141,2,176,3,failure
Training,464,52,unknown,married,primary,no,8251,no,no,unknown,5,jun,397,1,-1,0,unknown
Training,465,61,management,married,secondary,no,544,no,no,cellular,29,dec,63,3,200,9,success
Training,466,47,services,married,primary,no,504,no,yes,unknown,18,jun,156,3,-1,0,unknown
Training,467,35,blue-collar,married,primary,no,1749,yes,no,cellular,18,may,63,5,363,11,other
Training,468,53,admin.,single,secondary,no,291,no,no,unknown,23,jul,145,1,-1,0,unknown
Training,469,37,unknown,single,tertiary,no,0,no,no,cellular,8,jun,257,2,97,1,success
Training,470,33,technician,single,tertiary,no,6127,no,no,cellular,8,aug,127,3,-1,0,unknown
Training,471,53,management,divorced,tertiary,no,913,no,no,cellular,20,aug,173,3,-1,0,unknown
Training,472,34,blue-collar,married,secondary,no,2926,yes,no,unknown,20,jun,90,25,-1,0,unknown
Training,473,31,management,single,tertiary,no,725,yes,no,cellular,28,jul,211,1,92,2,failure
Training,474,31,admin.,single,secondary,no,131,yes,no,cellular,15,jun,151,1,-1,0,unknown
Training,475,31,management,married,tertiary,no,3897,yes,no,cellular,8,aug,231,3,-1,0,unknown
Training,476,49,blue-collar,divorced,secondary,no,-464,yes,no,cellular,16,apr,82,1,-1,0,unknown
Training,477,33,management,married,tertiary,no,1071,no,no,cellular,12,aug,83,4,-1,0,unknown
Training,478,31,blue-collar,married,primary,no,-199,yes,yes,telephone,12,may,149,5,299,10,failure
Training,479,51,technician,married,secondary,no,-153,no,no,cellular,20,aug,62,4,-1,0,unknown
Training,480,41,admin.,married,secondary,no,920,yes,yes,unknown,27,may,239,1,-1,0,unknown
Training,481,59,retired,married,tertiary,no,2194,yes,no,telephone,31,jul,16,9,-1,0,unknown
Training,482,47,technician,divorced,secondary,no,440,no,no,cellular,29,jan,147,1,-1,0,unknown
Training,483,36,blue-collar,married,secondary,no,63,yes,no,unknown,16,may,322,2,-1,0,unknown
Training,484,53,management,married,secondary,no,66,no,yes,telephone,8,jul,141,1,-1,0,unknown
Training,485,36,admin.,divorced,secondary,no,543,yes,no,cellular,11,may,66,3,-1,0,unknown
